easter-island	-27.116671	-109.36667
palmas	-10.11592	-48.077702
araguaina	-7.3113899	-48.621132
ribeirao-preto	-21.1775	-47.81028
paulista	-7.9226599	-34.915569
olinda	-7.9974298	-34.8731
manguinhos	-21.4	-41.0
sr	4.0	-56.0
esmeraldas	0.83332998	-79.25
manta	-0.96212	-80.712708
co	4.0	-72.0
israel	6.98528	-71.50222
gf	4.0	-53.0
loreto	-5.0	-75.0
